source_id,suitability_score,lcdb_class_2023,subzone,territorial_authority
aeb3237b-9181-46bd-8c2f-3bb1de2cc728,10.0,High Producing Exotic Grassland,,��p��tiki District
aedf9fac-5a87-4269-bc6d-c473787d2c0a,10.0,Indigenous Forest,,Whakatane District
af227f9b-3410-460b-ac9d-75ded50b9d74,10.0,Indigenous Forest,,Western Bay of Plenty District
af4d4e72-94e3-4907-8b47-d6cd8596243f,8.0,High Producing Exotic Grassland,,Whakatane District
af5138d9-3015-48dc-b223-96e1ff08c6ac,8.4,High Producing Exotic Grassland,,Whakatane District
af52ea1f-257b-4f49-87eb-ec9d1486b297,8.0,Short-rotation Cropland,,Whakatane District
af626c1d-b3b3-4074-8faf-b34530b0723c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
af6c8870-632f-475b-96d6-cf4a70c7eaf8,9.6,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
af6cb4cb-9ff1-4cc7-9dc6-afa273936272,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
af6f5ba0-2449-49f3-b2d5-2725fa231a05,10.0,Built-up Area (settlement),Tauranga,Tauranga City
af7e1a72-f4fd-4d2a-a0d0-b4dccbf98766,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
afaa3689-b87f-4af6-bac1-552b3aaba003,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
afd1a961-6988-4ad7-a178-c4b41a218523,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
afd957bc-b78d-4f57-a77f-e1d1d696bf89,10.0,High Producing Exotic Grassland,,��p��tiki District
b008ff54-8858-4f5b-8b26-8fa1d72f85f0,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
b01828d2-ad70-4890-ad34-38c6c0b08e89,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
b02a95fd-c75a-496d-8cb2-1a993edd550b,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
b06124ef-e9d5-4d98-bbc3-a18a0fa34197,8.0,High Producing Exotic Grassland,,Whakatane District
b0b4cf62-d627-42cc-a399-62aed3f65880,8.4,Indigenous Forest,,��p��tiki District
b0b6c62a-d139-45cb-9dfc-5381b7d456a2,9.6,Surface Mine or Dump,Tauranga,Western Bay of Plenty District
b0c7c0ff-26e6-4605-8fb1-234b2e0f6583,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
b0dce57e-8186-4bba-a836-e8d4761841ba,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
b0f6703c-672d-4f17-9f06-ffbc3a9c20af,9.6,Indigenous Forest,,Whakatane District
b1527046-52c6-4efb-9209-90237f051a37,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b175c85e-0dfc-477b-9d15-425243599b2a,8.0,Manuka and/or Kanuka,,Whakatane District
b184573e-10d8-406b-b987-989b5ee0c1ed,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b197a020-7637-43d4-9e27-0fb0deb83cc8,10.0,High Producing Exotic Grassland,,Tauranga City
b1b56394-c264-4ae2-bbdb-845eed7dc2be,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
b1e592bb-b663-479a-82cc-55331d55bdb8,9.6,Indigenous Forest,,Western Bay of Plenty District
b23655f3-b7f3-4a8c-ad10-c51413680ed7,8.4,Short-rotation Cropland,,Whakatane District
b2400f80-c989-44cf-8a19-c3c1b9a93dd5,8.0,High Producing Exotic Grassland,,Whakatane District
b24f8fe3-772b-4421-8ab1-a14a95c7fe9b,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b280ca2e-3e20-450b-8baf-cce7462dec49,10.0,Manuka and/or Kanuka,,Western Bay of Plenty District
b2a53298-e165-4812-bd91-dda419b9a3b4,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b2ceea9f-5fb6-43a6-99e6-37c2aef04329,10.0,Built-up Area (settlement),,Tauranga City
b3120a09-7b53-419b-8759-236f39629002,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
b3281acb-ab0a-491d-b27b-324c60514573,10.0,High Producing Exotic Grassland,,Tauranga City
b32df50f-925b-4375-9865-fa5f030540c6,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
b3862885-57d1-45a4-9788-7c35f8d9e6da,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b3a06941-40fd-43b8-9733-2c6c5b1e57c6,8.4,High Producing Exotic Grassland,,Western Bay of Plenty District
b3aff52e-4779-4c1a-90ca-c873e17f64b2,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
b3cef828-2c01-478c-8ec3-572cd817b476,10.0,High Producing Exotic Grassland,,��p��tiki District
b3d0bcc7-4316-4643-9e41-75aeb59230c2,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b43fb956-5a12-40e8-af19-0856eb2563e7,10.0,Indigenous Forest,,Western Bay of Plenty District
b4559000-2b1e-4ebc-bfa5-ae3fbe78682a,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b491911f-6e08-4d41-a5b4-350caa9452cc,10.0,High Producing Exotic Grassland,,Tauranga City
b49d21a2-1ede-43f7-aa5c-365b2b8f7591,8.0,Built-up Area (settlement),Tauranga,Tauranga City
b4a41dd6-47c8-4265-827f-8403d4ebfbd4,8.0,High Producing Exotic Grassland,,��p��tiki District
b4aa678c-84d3-4eb5-9efc-5f29dd419785,8.0,Built-up Area (settlement),,Tauranga City
b4ba6dd2-409e-4a33-b927-864871fcc783,8.0,High Producing Exotic Grassland,,Whakatane District
b4bed11d-0b64-4c4c-a617-3cb069535ea5,8.0,High Producing Exotic Grassland,,Whakatane District
b4cfd3de-d4af-4034-9d60-f48cc0759d76,10.0,High Producing Exotic Grassland,,��p��tiki District
b4d45716-280d-4c4b-8fd6-6ae709ab6204,10.0,Indigenous Forest,,Western Bay of Plenty District
b4f15803-8b97-4e46-b96e-38a5282dd439,10.0,Exotic Forest,Tauranga,Tauranga City
b506f557-0dff-401b-ba4d-cddf6492ad77,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b510e771-85e0-46b9-8d07-4494f0e9c630,8.0,Indigenous Forest,,Whakatane District
b524ed5f-e4c7-466e-b5bb-fa3be5a54f60,10.0,High Producing Exotic Grassland,,��p��tiki District
b564022c-9c4c-49bb-a213-d45e5d045399,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b5a47b49-e89d-4f18-804c-b634894c5ea6,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b5a5879f-4525-43ee-b7c7-997540f73666,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b617274d-e232-4bea-bd03-61f96b90c9ed,8.0,High Producing Exotic Grassland,,Whakatane District
b617c00e-1563-41ef-960c-da7058bb0c2f,8.0,High Producing Exotic Grassland,,Whakatane District
b6748f39-f642-4d50-b483-b2632f6d20a3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b6930cf1-5acf-46df-a9a5-f5a77a15977b,8.0,Indigenous Forest,,Western Bay of Plenty District
b69de7c5-a51b-4948-ba50-47a46375044a,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
b6da8189-0647-4e50-b437-492973c6fd8a,10.0,High Producing Exotic Grassland,,Whakatane District
b6f5990f-4e73-4843-8671-4b828384352c,8.0,Built-up Area (settlement),Tauranga,Tauranga City
b7107ecb-bc25-4135-9454-57344947733c,8.0,High Producing Exotic Grassland,,Whakatane District
b71ce7fa-7fec-4f9a-9b0a-41128ab59f44,8.0,High Producing Exotic Grassland,,Whakatane District
b7250e57-4dc6-4ecf-bd08-ac1a46aa88f2,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
b735a3f8-44bb-4fc2-b349-fc25c461aaa0,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b75a2470-0379-42bb-b52b-ecfa04212f0d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b75b475f-6e46-434a-a960-e1e7f9d25272,10.0,Built-up Area (settlement),,Tauranga City
b7693e68-cb79-4f9a-a11c-9b5d1f8699c5,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b76d5c78-0991-493f-9c4c-c1ba4593ec2b,8.0,High Producing Exotic Grassland,,Whakatane District
b78fb33b-6dc9-40f3-857a-349d8134da46,10.0,Low Producing Grassland,,Western Bay of Plenty District
b7ccf146-bb27-426e-a1a6-1133a8bfd03c,9.6,Indigenous Forest,,Western Bay of Plenty District
b7d31d54-95b0-4d5f-aa99-d554404e1fa6,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
b7e775a0-0665-4efd-86aa-6e6d36646df1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b7ea8e83-6684-4abf-8b09-08303d280156,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b821a0fb-6ad2-4d05-9ab7-e3cdd3881ac0,8.4,High Producing Exotic Grassland,,Whakatane District
b8417ed1-d155-4789-a518-c29a416d3efd,10.0,High Producing Exotic Grassland,,Whakatane District
b8480be7-ec4e-41cf-a65d-f6ecfff37318,10.0,Built-up Area (settlement),,Western Bay of Plenty District
b8506b89-9e1d-4741-87dc-4cf2303df39f,8.0,Indigenous Forest,,Whakatane District
b867709f-13b3-4a4c-941b-9237d292eda4,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
b88a25aa-2c43-4ab6-8939-7f64d02dd33a,10.0,Built-up Area (settlement),,Tauranga City
b8a89b2d-8625-4fee-9c54-5bb9bf5fd37a,8.4,High Producing Exotic Grassland,,Whakatane District
b8aa6442-b79d-4d71-aecf-6ed95708c40f,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b8e8c787-c767-46d5-ae04-d4168e79adf3,10.0,Broadleaved Indigenous Hardwoods,,Tauranga City
b92e2d6e-a6ce-49bf-9563-672f85a71e91,10.0,Built-up Area (settlement),,Tauranga City
b95fed3d-4a2a-420c-82fb-c04a64930d59,8.4,Short-rotation Cropland,,��p��tiki District
b99099fd-9fe1-4e52-a9cc-0b06fc35fcc5,10.0,High Producing Exotic Grassland,,Whakatane District
b995e7bf-6fa2-49d1-98d4-1dd813cd852f,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
b997483b-9c83-411f-8d76-9fe560b99e89,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b9a605a7-021e-468e-9bf0-5236fb78620d,10.0,High Producing Exotic Grassland,,Whakatane District
b9a6d348-fb1e-4837-90ce-2b3c1e05f7ab,8.0,Built-up Area (settlement),,Tauranga City
b9a8ea3b-27c0-4d55-a6a0-13825519d7fd,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b9b44040-efc7-44c2-afef-b5c9314e1625,8.0,Urban Parkland/Open Space,,Tauranga City
b9c3a0b5-2f43-4bed-9894-6c3cc7a53ee8,10.0,Built-up Area (settlement),Tauranga,Tauranga City
b9fe0241-f0b0-4e2d-86ff-a369bc709332,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
ba12ad49-e81e-4c86-989a-3a3740444f7c,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
ba363469-c02f-4ce5-8a5f-cc7c20aa9c89,8.4,High Producing Exotic Grassland,,Whakatane District
ba7cd49c-d3a4-465e-9988-961ed8eb0f5c,8.0,Built-up Area (settlement),Te Puke,Western Bay of Plenty District
ba8c6daa-9350-44d2-bd14-97d214f33013,10.0,High Producing Exotic Grassland,,��p��tiki District
bae4e601-d5b1-4299-abf0-46c6021847d5,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bb379075-4525-4265-a070-ba87af5a0540,8.0,High Producing Exotic Grassland,,Whakatane District
bb439e40-8926-4c30-bc5b-8ba42bcb0f20,8.0,Built-up Area (settlement),Tauranga,Tauranga City
bb475e7f-11dc-49c9-96e1-7d5c94aae5ed,8.4,High Producing Exotic Grassland,,Whakatane District
bb57dcdb-6941-405c-ab63-cbc4c0bafcee,10.0,Built-up Area (settlement),,Tauranga City
bb7b4e3d-88c8-443a-b2e3-2243ce2af2a4,9.5,Exotic Forest,,Western Bay of Plenty District
bb829bc7-5538-4f1b-99e5-1feb1057d725,8.0,High Producing Exotic Grassland,,Whakatane District
bba77d8c-6695-4337-b261-fdf53fa7d464,10.0,High Producing Exotic Grassland,,Tauranga City
bba8165a-14a4-4cdc-aee3-882c2dbe8073,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bbd1441b-3272-4e3e-aea4-fcec36393133,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bbe272e4-5cf4-443b-8370-13f696245305,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bbf03a7d-6cb3-4011-87c5-df82e8af7962,8.0,Exotic Forest,Pongakawa,Western Bay of Plenty District
bc0c0dd9-9a8a-4246-8945-56c763c820b3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bc1ebed9-cc66-418d-8dae-fa194e109716,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
bc3f7898-58c7-4e65-a4f3-585f39987532,8.4,High Producing Exotic Grassland,,��p��tiki District
bc6e7505-81ab-4e87-83b0-55089956bfe0,10.0,High Producing Exotic Grassland,,��p��tiki District
bc7f43a6-fa38-486d-97c8-2ff0e5068494,8.0,High Producing Exotic Grassland,,Whakatane District
bc7fe32c-32a0-40e7-8625-510072620c83,10.0,High Producing Exotic Grassland,,Whakatane District
bc840ed8-e72f-4c2d-ac20-81a6e20c0670,10.0,Built-up Area (settlement),,Western Bay of Plenty District
bc8c58d8-0b70-4a72-964a-727ecd47dc49,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
bcced884-4b23-4630-b1bd-68d081858b2e,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bcd67f8d-e86b-451c-b66f-d062db62bc92,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
bce96d65-89f0-4b9b-b8b4-9869bba8b5b9,10.0,Built-up Area (settlement),,Western Bay of Plenty District
bd0ddfda-f750-424b-8d49-869338b75833,10.0,Indigenous Forest,,��p��tiki District
bd39e3ea-af6e-455c-9b3b-2be14e12381e,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bd3d99b6-864a-4a3f-89a6-092e45319737,10.0,Built-up Area (settlement),,Tauranga City
be0d87f4-5ba2-46f1-96ad-2cd5a27d64be,10.0,High Producing Exotic Grassland,,��p��tiki District
be299d3c-6a8b-4976-96d5-eaf2a9370b02,10.0,High Producing Exotic Grassland,,��p��tiki District
be8451a7-ab0a-4bdd-b707-1318caf44de1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bed2824b-91ee-445a-abad-eab9d3961b6c,10.0,High Producing Exotic Grassland,,Whakatane District
bef1f5ea-8320-4c76-bbde-4f4abb1073f4,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
bef8f748-199a-4bbc-91bb-0cc6040a73bc,8.0,High Producing Exotic Grassland,,Whakatane District
bf01cd29-db58-4834-bfb1-bc515bd250cc,8.4,High Producing Exotic Grassland,,Whakatane District
bf0b26d3-0b04-490f-8505-6f6e8f8a26a5,9.6,Indigenous Forest,Tauranga,Western Bay of Plenty District
bf11d709-3cea-4f3a-8a95-a413f7f6bb2b,8.4,Indigenous Forest,,Whakatane District
bf2d2fb5-84dc-4832-a53d-b4ada0bc74f3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bf2ef4ce-3524-42ac-aa22-b471e2f49438,8.0,High Producing Exotic Grassland,,Whakatane District
bf30792f-423c-40b5-bf8b-0bfe9391830a,10.0,Indigenous Forest,,��p��tiki District
bf54ae5e-4c24-4b54-acc4-06aaa50043ff,10.0,Built-up Area (settlement),,Western Bay of Plenty District
bf7c9320-a9ee-41c9-93ea-64a327a0990b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bfc10bf0-791d-49ae-8dba-c07953ea333b,8.0,High Producing Exotic Grassland,,Whakatane District
bfdf5397-7945-4fe5-9bcf-abc400339f7c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bfe0b0d9-6d44-4cda-ae65-03393a4327f8,10.0,Built-up Area (settlement),,Western Bay of Plenty District
bfef411b-cc37-49a2-911a-cb9ac4ca84ba,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c007a073-54b4-4337-a91a-1e76eabbdead,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c0287197-92b6-458f-887c-e05325508414,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c04973cc-d542-4eea-8d9f-3c727e63ac02,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c070e8e6-5426-4097-8ebf-0515e1c68f90,10.0,Manuka and/or Kanuka,Te Puke,Western Bay of Plenty District
c0798ea9-4223-4651-ae39-346ce7ef0da9,8.0,Built-up Area (settlement),Tauranga,Tauranga City
c0b7c9fe-f778-4b75-9467-3b36088566b5,10.0,High Producing Exotic Grassland,,Whakatane District
c0bb0b6d-d203-4c66-ace2-403f5b877529,10.0,Built-up Area (settlement),Tauranga,Tauranga City
c0ca1245-5739-45ec-8d30-2f7d5e3b3e55,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
c0d70f4a-c30c-4968-beb7-a1cb624ff390,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c0e47f5a-538f-48ca-a198-fba938349f60,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
c1462ebf-e2ad-44a2-bf10-8b6440768619,10.0,Built-up Area (settlement),,Tauranga City
c14f5035-88b6-433e-9598-b5782cca938a,8.0,Indigenous Forest,,Western Bay of Plenty District
c1648a02-8a27-4e8f-8fa0-e79ae8f2da49,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c168998e-1469-48bf-90d4-668b132b483e,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c18bceb0-5f6c-4712-98a1-a827569c5fd5,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c18db22e-53f3-440d-8e24-abad19092c17,8.0,Exotic Forest,,Whakatane District
c1ad489b-a5bf-45b0-ae05-61e0abbe532b,10.0,Indigenous Forest,,��p��tiki District
c1b4f711-ef2f-46a8-a4d8-5ec8ab13a97b,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c1c3ca1c-9fda-4606-9a37-8928e76bf758,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c1e018c0-c6c7-4001-a877-2e74570da8d1,10.0,Low Producing Grassland,Tauranga,Tauranga City
c217ff72-eb73-4152-bbd3-5f456249361a,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c2a159cb-729e-4ca1-ac3a-22be90030869,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c2a63f0b-6127-4615-8271-5684a40160db,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c2afc3d1-1128-4676-949c-dd0d13392fcd,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
c2b79bf2-98fd-402c-abac-7716f83f5aa8,8.0,Manuka and/or Kanuka,,Whakatane District
c2d7c44e-9a0e-4950-b08a-1dc809899cf3,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c2e32623-9512-4a61-b651-a0adfcb90fb5,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c310756c-5a3d-4152-b2d5-5a0625a6ef56,10.0,Urban Parkland/Open Space,Katikati,Western Bay of Plenty District
c33cd3d8-2313-4bfc-9493-af42988a0e20,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c3692fe6-afbe-4bd9-a304-035babebf429,10.0,Built-up Area (settlement),,Western Bay of Plenty District
c36ec7b5-b745-4721-89bc-f67e4eef4fde,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c38fd8a8-8a65-422e-8263-e0eb9dbc69d0,8.4,High Producing Exotic Grassland,,��p��tiki District
c3c04f83-21d3-49fe-903b-3f751d0d122c,8.0,Urban Parkland/Open Space,,Tauranga City
c3d84954-70c0-4942-9446-69e7d34b6b6c,8.8,Exotic Forest,,Western Bay of Plenty District
c3e812e2-af6a-4d04-81f2-02d072e0a885,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
c4371d3e-889b-4841-a9f9-0391ce5433ae,10.0,Indigenous Forest,,Whakatane District
c44d5e31-17c9-4824-a45c-be0e867da5bc,8.0,Built-up Area (settlement),,Tauranga City
c4995469-5663-4abe-8c14-e2e2b0709e90,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
c4d9798c-39a1-4f18-8b6f-1d34e87d05c3,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
c508fa3f-501e-4681-b180-72865fb2d30a,8.0,High Producing Exotic Grassland,,Whakatane District
c51b134a-6dc0-4f7a-b507-bd72686affe0,10.0,Built-up Area (settlement),,Western Bay of Plenty District
c5539316-2941-4635-bb23-3b5a2bbe1fb0,10.0,Broadleaved Indigenous Hardwoods,,Whakatane District
c559bb64-4bff-4e4d-a999-d2586135ddae,8.4,High Producing Exotic Grassland,,Whakatane District
c56b4038-fd5f-4f3a-bd7f-dc28de9bae1d,8.0,High Producing Exotic Grassland,,Whakatane District
c58fda8f-e42a-4b84-a3ab-dc06f5434afb,10.0,Sand and Gravel,,Tauranga City
c5953c52-ac10-4e4d-8858-f4eaca42aceb,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c5c5b66e-945e-4833-8ce1-d1507b9ac1bc,10.0,Built-up Area (settlement),Tauranga,Tauranga City
c62b6a85-3fe3-4183-a119-ab98ffa6a573,8.0,Low Producing Grassland,,Western Bay of Plenty District
c630f67e-cbc4-4a1c-954e-d69758a787b4,8.0,High Producing Exotic Grassland,,Whakatane District
c639f569-7573-4954-a1be-0e3588698fbc,9.5,Exotic Forest,,Western Bay of Plenty District
c63b60c6-9cca-4091-a71b-38ef47eaff38,8.4,High Producing Exotic Grassland,,��p��tiki District
c643969d-d8b7-46f1-9c42-609481359d75,8.0,Indigenous Forest,Pongakawa,Western Bay of Plenty District
c649cf7d-6155-4af3-b444-6307ba7a222b,8.0,Exotic Forest,,Whakatane District
c65a87f6-4fa4-4025-af91-60d986580933,8.4,High Producing Exotic Grassland,,��p��tiki District
c65cda94-aa28-4a37-ba26-2b9b4cdaa181,10.0,Built-up Area (settlement),Tauranga,Tauranga City
c68f4f04-3f69-4a45-9cec-075fc9207eab,8.0,Exotic Forest,,Western Bay of Plenty District
c6c2c340-8eb9-42a9-9b61-3320ca8af8dc,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c6d0374c-5f01-4e18-a038-01748b0bc137,8.0,High Producing Exotic Grassland,,Whakatane District
c6d3746d-edb9-4a2a-be08-85a334679939,8.0,High Producing Exotic Grassland,,Whakatane District
c6ddbf8f-bd4d-4e63-b662-59332b314e6c,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
c6eb421d-f273-4cec-a5a4-5060f25ab480,8.0,Indigenous Forest,,��p��tiki District
c6f87324-9243-4af7-92c3-f75da9edaf46,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
c7072550-c418-46c5-a97e-19d2da2eefc6,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c72b3fce-b118-44bc-a602-50a737deb4f3,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c7514c64-691e-43f4-962f-a8f03a7e7283,10.0,Built-up Area (settlement),,Western Bay of Plenty District
c75c3615-5d5c-4352-b641-3c816b218f48,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c77a063a-2368-4a95-8a5f-f059f88c841c,8.4,High Producing Exotic Grassland,,Whakatane District
c7988200-e534-4a57-8b12-62984edd1565,10.0,High Producing Exotic Grassland,,Tauranga City
c7e5c2b4-7a83-4870-b5d2-5d4604359ad9,9.6,Indigenous Forest,Tauranga,Western Bay of Plenty District
c812fb8f-661e-45f5-af57-ac638bfe3b71,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c81ef360-40af-4725-bd6c-f9dea7a803ec,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
c84c6c38-a4c1-4b3f-bea3-da99e2ad0c79,10.0,Built-up Area (settlement),,Western Bay of Plenty District
c896f31b-f549-4b3f-a512-098440066a53,10.0,Indigenous Forest,,��p��tiki District
c8cac68a-2d31-482b-b01c-cc61df112733,10.0,Forest - Harvested,,Western Bay of Plenty District
c8e308ce-1b48-4cce-a172-64e9d1da6ad7,9.6,Low Producing Grassland,Tauranga,Western Bay of Plenty District
c8effbac-f420-4e14-bfc2-fc0c7653e982,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c903739f-0907-4e28-95ed-9455f5b7b5c6,10.0,Exotic Forest,,Western Bay of Plenty District
c926d70f-c177-470d-87ba-93aa77d254a3,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
c92c0857-bd2d-4642-935c-432155b76105,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c953405c-5cae-4175-90e5-2b561fdc5b75,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
c96086ee-1852-4d1f-b473-08518fd006f5,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
c9831bcd-69d2-45a0-9b37-8187c2377218,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
c9877dbf-89b7-4d5a-aec3-8c7a7bf49208,10.0,Herbaceous Freshwater Vegetation,Tauranga,Tauranga City
c9900175-424e-473f-a4d0-0207682673f7,8.0,High Producing Exotic Grassland,,��p��tiki District
c9abed0b-6f56-4b0b-9d26-4204eb51fe3c,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
c9ef358f-3967-4d78-a853-9d855a98f9bb,9.6,Low Producing Grassland,Tauranga,Western Bay of Plenty District
ca00d0e0-17c6-4804-a8c7-06753ae2d664,9.6,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
ca9921de-2bac-42e5-94e7-06ef0d9fc751,10.0,Built-up Area (settlement),,Western Bay of Plenty District
caac2dd4-429b-45ca-a336-d47069deea93,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
cad3eed4-9da7-41db-a410-c6691bc67941,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
cae2c0c9-e52a-4fe5-a6dc-1e2af9c3be68,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cae81398-69e0-4421-8382-d667c9e02a1e,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
caf3f9bd-448a-4795-9566-c8d668ea3dbd,8.0,Built-up Area (settlement),,Tauranga City
cb1cf5de-aae1-4349-9b96-58c31c3ee1b0,10.0,Built-up Area (settlement),,Western Bay of Plenty District
cb2b2160-45a9-4071-a8d7-40dc1743726f,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
cb6396d6-a949-4320-a683-1007d64f7819,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cb817790-5986-4383-b765-0802a1775765,10.0,Built-up Area (settlement),,Western Bay of Plenty District
cbc51a88-80fd-4c2e-9d89-29d869e31e05,8.0,Indigenous Forest,,Whakatane District
cbc6d060-2a3c-4ae8-8630-00354b6fa183,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cbe46ac6-0101-4b68-9a79-476a78bccf60,10.0,Gorse and/or Broom,,Western Bay of Plenty District
cc3f9069-af00-4ef0-bd44-45da67b23601,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
cc502ae7-9cd6-41b7-98fd-41c7f82d1d92,8.0,High Producing Exotic Grassland,,Whakatane District
cc9d1c87-3880-488d-ac1b-b942f13e956d,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
ccf530c9-39d8-4806-875e-5f343ad06ce7,10.0,High Producing Exotic Grassland,,Whakatane District
cd035daa-e159-4f61-9292-cf9f5efa29b0,8.0,Urban Parkland/Open Space,,Tauranga City
cd0eb9b9-1187-4eae-8843-3e06b10f4047,10.0,Indigenous Forest,,Whakatane District
